t,mem_fmt,mem_addr,gpr_fmt,gpr_addr,optype
316,00,00000000000000000000,00,00000000,00
317,00,00000000000000000000,00,00000000,00
318,00,00000000000000000000,00,00000000,00
319,00,00000000000000000000,00,00000000,00
320,00,00000000000000000000,00,00000000,00
321,00,00000000000001000000,00,00000000,11
322,00,00000000000001000001,00,00000100,11
323,00,00000000000001000010,00,00001000,11
324,00,00000000000001000011,00,00001100,11
325,00,00000000000000000000,00,00000000,00
326,00,00000000000000000000,00,00000000,00
327,00,00000000000000000000,00,00000000,00
328,00,00000000000000000000,00,00000000,00
329,00,00000000000000000000,00,00000000,00
330,00,00000000000000000000,00,00000000,00
331,00,00000000000000000000,00,00000000,00
332,00,00000000000000000000,00,00000000,00
333,00,00000000000000000000,00,00000000,00
334,00,00000000000000000000,00,00000000,00
335,00,00000000000000000000,00,00000000,00
336,00,00000000000000000000,00,00000000,00
337,00,00000000000001000100,00,00010000,11
338,00,00000000000001000101,00,00010100,11
339,00,00000000000001000110,00,00011000,11
340,00,00000000000001000111,00,00011100,11
341,00,00000000000000000000,00,00000000,00
342,00,00000000000000000000,00,00000000,00
343,00,00000000000000000000,00,00000000,00
344,00,00000000000000000000,00,00000000,00
345,00,00000000000000000000,00,00000000,00
346,00,00000000000000000000,00,00000000,00
347,00,00000000000000000000,00,00000000,00
348,00,00000000000000000000,00,00000000,00
349,00,00000000000000000000,00,00000000,00
350,00,00000000000000000000,00,00000000,00
351,00,00000000000000000000,00,00000000,00
352,00,00000000000000000000,00,00000000,00
353,00,00000000000000000000,00,00000000,00
354,00,00000000000000000000,00,00000000,00
355,00,00000000000000000000,00,00000000,00
356,00,00000000000000000000,00,00000000,00
357,00,00000000000000000000,00,00000000,00
358,00,00000000000000000000,00,00000000,00
359,00,00000000000000000000,00,00000000,00
360,00,00000000000000000000,00,00000000,00
361,00,00000000000000000000,00,00000000,00
362,00,00000000000000000000,00,00000000,00
363,00,00000000000000000000,00,00000000,00
364,00,00000000000000000000,00,00000000,00
365,00,00000000000000000000,00,00000000,00
366,00,00000000000000000000,00,00000000,00
367,00,00000000000000000000,00,00000000,00
368,00,00000000000000000000,00,00000000,00
369,00,00000000000000000000,00,00000000,00
370,00,00000000000000000000,00,00000000,00
371,00,00000000000000000000,00,00000000,00
372,00,00000000000000000000,00,00000000,00
373,00,00000000000000000000,00,00000000,00
374,00,00000000000000000000,00,00000000,00
375,00,00000000000000000000,00,00000000,00
376,00,00000000000000000000,00,00000000,00
377,00,00000000000000000000,00,00000000,00
378,00,00000000000000000000,00,00000000,00
379,00,00000000000000000000,00,00000000,00
380,00,00000000000000000000,00,00000000,00
381,00,00000000000000000000,00,00000000,00
382,00,00000000000000000000,00,00000000,00
383,00,00000000000000000000,00,00000000,00
384,00,00000000000000000000,00,00000000,00
385,00,00000000000000000000,00,00000000,00
386,00,00000000000000000000,00,00000000,00
387,00,00000000000000000000,00,00000000,00
388,00,00000000000000000000,00,00000000,00
389,00,00000000000000000000,00,00000000,00
390,00,00000000000000000000,00,00000000,00
391,00,00000000000000000000,00,00000000,00
392,00,00000000000000000000,00,00000000,00
393,00,00000000000000000000,00,00000000,00
394,00,00000000000000000000,00,00000000,00
395,00,00000000000000000000,00,00000000,00
396,00,00000000000000000000,00,00000000,00
397,00,00000000000000000000,00,00000000,00
398,00,00000000000000000000,00,00000000,00
399,00,00000000000000000000,00,00000000,00
400,00,00000000000000000000,00,00000000,00
401,00,00000000000000000000,00,00000000,00
402,00,00000000000000000000,00,00000000,00
403,00,00000000000000000000,00,00000000,00
404,00,00000000000000000000,00,00000000,00
405,00,00000000000000000000,00,00000000,00
406,00,00000000000000000000,00,00000000,00
407,00,00000000000000000000,00,00000000,00
408,00,00000000000000000000,00,00000000,00
409,00,00000000000000000000,00,00000000,00
410,00,00000000000001001000,00,00100000,11
411,00,00000000000001001001,00,00100100,11
412,00,00000000000001001010,00,00101000,11
413,00,00000000000001001011,00,00101100,11
414,00,00000000000000000000,00,00000000,00
415,00,00000000000000000000,00,00000000,00
416,00,00000000000000000000,00,00000000,00
417,00,00000000000000000000,00,00000000,00
418,00,00000000000000000000,00,00000000,00
419,00,00000000000000000000,00,00000000,00
420,00,00000000000000000000,00,00000000,00
421,00,00000000000000000000,00,00000000,00
422,00,00000000000000000000,00,00000000,00
423,00,00000000000000000000,00,00000000,00
424,00,00000000000000000000,00,00000000,00
425,00,00000000000000000000,00,00000000,00
426,00,00000000000001001100,00,00110000,11
427,00,00000000000001001101,00,00110100,11
428,00,00000000000001001110,00,00111000,11
429,00,00000000000001001111,00,00111100,11
430,00,00000000000000000000,00,00000000,00
431,00,00000000000000000000,00,00000000,00
432,00,00000000000000000000,00,00000000,00
433,00,00000000000000000000,00,00000000,00
434,00,00000000000000000000,00,00000000,00
435,00,00000000000000000000,00,00000000,00
436,00,00000000000000000000,00,00000000,00
437,00,00000000000000000000,00,00000000,00
438,00,00000000000000000000,00,00000000,00
439,00,00000000000000000000,00,00000000,00
440,00,00000000000000000000,00,00000000,00
441,00,00000000000000000000,00,00000000,00
442,00,00000000000001010000,00,01000000,11
443,00,00000000000001010001,00,01000100,11
444,00,00000000000001010010,00,01001000,11
445,00,00000000000001010011,00,01001100,11
446,00,00000000000000000000,00,00000000,00
447,00,00000000000000000000,00,00000000,00
448,00,00000000000000000000,00,00000000,00
449,00,00000000000000000000,00,00000000,00
450,00,00000000000000000000,00,00000000,00
451,00,00000000000000000000,00,00000000,00
452,00,00000000000000000000,00,00000000,00
453,00,00000000000000000000,00,00000000,00
454,00,00000000000000000000,00,00000000,00
455,00,00000000000000000000,00,00000000,00
456,00,00000000000000000000,00,00000000,00
457,00,00000000000000000000,00,00000000,00
458,00,00000000000000000000,00,00000000,00
459,00,00000000000000000000,00,00000000,00
460,00,00000000000000000000,00,00000000,00
461,00,00000000000000000000,00,00000000,00
462,00,00000000000000000000,00,00000000,00
463,00,00000000000000000000,00,00000000,00
464,00,00000000000000000000,00,00000000,00
465,00,00000000000000000000,00,00000000,00
466,00,00000000000000000000,00,00000000,00
467,00,00000000000000000000,00,00000000,00
468,00,00000000000000000000,00,00000000,00
469,00,00000000000000000000,00,00000000,00
470,00,00000000000000000000,00,00000000,00
471,00,00000000000000000000,00,00000000,00
472,00,00000000000000000000,00,00000000,00
473,00,00000000000000000000,00,00000000,00
474,00,00000000000000000000,00,00000000,00
475,00,00000000000000000000,00,00000000,00
476,00,00000000000000000000,00,00000000,00
477,00,00000000000000000000,00,00000000,00
478,00,00000000000000000000,00,00000000,00
479,00,00000000000000000000,00,00000000,00
480,00,00000000000000000000,00,00000000,00
481,00,00000000000000000000,00,00000000,00
482,00,00000000000000000000,00,00000000,00
483,00,00000000000000000000,00,00000000,00
484,00,00000000000000000000,00,00000000,00
485,00,00000000000000000000,00,00000000,00
486,00,00000000000000000000,00,00000000,00
487,00,00000000000000000000,00,00000000,00
488,00,00000000000000000000,00,00000000,00
489,00,00000000000000000000,00,00000000,00
490,00,00000000000000000000,00,00000000,00
491,00,00000000000000000000,00,00000000,00
492,00,00000000000000000000,00,00000000,00
493,00,00000000000000000000,00,00000000,00
494,00,00000000000000000000,00,00000000,00
495,00,00000000000000000000,00,00000000,00
496,00,00000000000000000000,00,00000000,00
497,00,00000000000000000000,00,00000000,00
498,00,00000000000000000000,00,00000000,00
499,00,00000000000000000000,00,00000000,00
500,00,00000000000000000000,00,00000000,00
501,00,00000000000000000000,00,00000000,00
502,00,00000000000000000000,00,00000000,00
503,00,00000000000000000000,00,00000000,00
504,00,00000000000000000000,00,00000000,00
505,00,00000000000000000000,00,00000000,00
506,00,00000000000000000000,00,00000000,00
507,00,00000000000000000000,00,00000000,00
508,00,00000000000000000000,00,00000000,00
509,00,00000000000000000000,00,00000000,00
510,00,00000000000000000000,00,00000000,00
511,00,00000000000000000000,00,00000000,00
512,00,00000000000000000000,00,00000000,00
513,00,00000000000000000000,00,00000000,00
514,00,00000000000000000000,00,00000000,00
515,00,00000000000000000000,00,00000000,00
516,00,00000000000000000000,00,00000000,00
517,00,00000000000000000000,00,00000000,00
518,00,00000000000000000000,00,00000000,00
519,00,00000000000000000000,00,00000000,00
520,00,00000000000000000000,00,00000000,00
521,00,00000000000000000000,00,00000000,00
522,00,00000000000000000000,00,00000000,00
523,00,00000000000000000000,00,00000000,00
524,00,00000000000000000000,00,00000000,00
525,00,00000000000000000000,00,00000000,00
526,00,00000000000000000000,00,00000000,00
527,00,00000000000000000000,00,00000000,00
528,00,00000000000000000000,00,00000000,00
529,00,00000000000000000000,00,00000000,00
530,00,00000000000001010100,00,01010000,11
531,00,00000000000001010101,00,01010100,11
532,00,00000000000001010110,00,01011000,11
533,00,00000000000001010111,00,01011100,11
534,00,00000000000000000000,00,00000000,00
535,00,00000000000000000000,00,00000000,00
536,00,00000000000000000000,00,00000000,00
537,00,00000000000000000000,00,00000000,00
538,00,00000000000000000000,00,00000000,00
539,00,00000000000000000000,00,00000000,00
540,00,00000000000000000000,00,00000000,00
541,00,00000000000000000000,00,00000000,00
542,00,00000000000000000000,00,00000000,00
543,00,00000000000000000000,00,00000000,00
544,00,00000000000000000000,00,00000000,00
545,00,00000000000000000000,00,00000000,00
546,00,00000000000001011000,00,01100000,11
547,00,00000000000001011001,00,01100100,11
548,00,00000000000001011010,00,01101000,11
549,00,00000000000001011011,00,01101100,11
550,00,00000000000000000000,00,00000000,00
551,00,00000000000000000000,00,00000000,00
552,00,00000000000000000000,00,00000000,00
553,00,00000000000000000000,00,00000000,00
554,00,00000000000000000000,00,00000000,00
555,00,00000000000000000000,00,00000000,00
556,00,00000000000000000000,00,00000000,00
557,00,00000000000000000000,00,00000000,00
558,00,00000000000000000000,00,00000000,00
559,00,00000000000000000000,00,00000000,00
560,00,00000000000000000000,00,00000000,00
561,00,00000000000000000000,00,00000000,00
562,00,00000000000000000000,00,00000000,00
563,00,00000000000000000000,00,00000000,00
564,00,00000000000000000000,00,00000000,00
565,00,00000000000000000000,00,00000000,00
566,00,00000000000000000000,00,00000000,00
567,00,00000000000000000000,00,00000000,00
568,00,00000000000000000000,00,00000000,00
569,00,00000000000000000000,00,00000000,00
570,00,00000000000000000000,00,00000000,00
571,00,00000000000000000000,00,00000000,00
572,00,00000000000000000000,00,00000000,00
573,00,00000000000000000000,00,00000000,00
574,00,00000000000000000000,00,00000000,00
575,00,00000000000000000000,00,00000000,00
576,00,00000000000000000000,00,00000000,00
577,00,00000000000000000000,00,00000000,00
578,00,00000000000000000000,00,00000000,00
579,00,00000000000000000000,00,00000000,00
580,00,00000000000000000000,00,00000000,00
581,00,00000000000000000000,00,00000000,00
582,00,00000000000000000000,00,00000000,00
583,00,00000000000000000000,00,00000000,00
584,00,00000000000000000000,00,00000000,00
585,00,00000000000000000000,00,00000000,00
586,00,00000000000000000000,00,00000000,00
587,00,00000000000000000000,00,00000000,00
588,00,00000000000000000000,00,00000000,00
589,00,00000000000000000000,00,00000000,00
590,00,00000000000000000000,00,00000000,00
591,00,00000000000000000000,00,00000000,00
592,00,00000000000000000000,00,00000000,00
593,00,00000000000000000000,00,00000000,00
594,00,00000000000000000000,00,00000000,00
595,00,00000000000000000000,00,00000000,00
596,00,00000000000000000000,00,00000000,00
597,00,00000000000000000000,00,00000000,00
598,00,00000000000000000000,00,00000000,00
599,00,00000000000000000000,00,00000000,00
600,00,00000000000000000000,00,00000000,00
601,00,00000000000000000000,00,00000000,00
602,00,00000000000000000000,00,00000000,00
603,00,00000000000000000000,00,00000000,00
604,00,00000000000000000000,00,00000000,00
605,00,00000000000000000000,00,00000000,00
606,00,00000000000000000000,00,00000000,00
607,00,00000000000000000000,00,00000000,00
608,00,00000000000000000000,00,00000000,00
609,00,00000000000000000000,00,00000000,00
610,00,00000000000000000000,00,00000000,00
611,00,00000000000000000000,00,00000000,00
612,00,00000000000000000000,00,00000000,00
613,00,00000000000000000000,00,00000000,00
614,00,00000000000000000000,00,00000000,00
615,00,00000000000000000000,00,00000000,00
616,00,00000000000000000000,00,00000000,00
617,00,00000000000000000000,00,00000000,00
618,00,00000000000000000000,00,00000000,00
619,00,00000000000001011100,00,01110000,11
620,00,00000000000001011101,00,01110100,11
621,00,00000000000001011110,00,01111000,11
622,00,00000000000001011111,00,01111100,11
623,00,00000000000000000000,00,00000000,00
624,00,00000000000000000000,00,00000000,00
625,00,00000000000000000000,00,00000000,00
626,00,00000000000000000000,00,00000000,00
627,00,00000000000000000000,00,00000000,00
628,00,00000000000000000000,00,00000000,00
629,00,00000000000000000000,00,00000000,00
630,00,00000000000000000000,00,00000000,00
631,00,00000000000000000000,00,00000000,00
632,00,00000000000000000000,00,00000000,00
633,00,00000000000000000000,00,00000000,00
634,00,00000000000000000000,00,00000000,00
635,00,00000000000001100000,00,10000000,11
636,00,00000000000001100001,00,10000100,11
637,00,00000000000001100010,00,10001000,11
638,00,00000000000001100011,00,10001100,11
639,00,00000000000000000000,00,00000000,00
640,00,00000000000000000000,00,00000000,00
641,00,00000000000000000000,00,00000000,00
642,00,00000000000000000000,00,00000000,00
643,00,00000000000000000000,00,00000000,00
644,00,00000000000000000000,00,00000000,00
645,00,00000000000000000000,00,00000000,00
646,00,00000000000000000000,00,00000000,00
647,00,00000000000000000000,00,00000000,00
648,00,00000000000000000000,00,00000000,00
649,00,00000000000000000000,00,00000000,00
650,00,00000000000000000000,00,00000000,00
651,00,00000000000001100100,00,10010000,11
652,00,00000000000001100101,00,10010100,11
653,00,00000000000001100110,00,10011000,11
654,00,00000000000001100111,00,10011100,11
655,00,00000000000000000000,00,00000000,00
656,00,00000000000000000000,00,00000000,00
657,00,00000000000000000000,00,00000000,00
658,00,00000000000000000000,00,00000000,00
659,00,00000000000000000000,00,00000000,00
660,00,00000000000000000000,00,00000000,00
661,00,00000000000000000000,00,00000000,00
662,00,00000000000000000000,00,00000000,00
663,00,00000000000000000000,00,00000000,00
664,00,00000000000000000000,00,00000000,00
665,00,00000000000000000000,00,00000000,00
666,00,00000000000000000000,00,00000000,00
667,00,00000000000000000000,00,00000000,00
668,00,00000000000000000000,00,00000000,00
669,00,00000000000000000000,00,00000000,00
670,00,00000000000000000000,00,00000000,00
671,00,00000000000000000000,00,00000000,00
672,00,00000000000000000000,00,00000000,00
673,00,00000000000000000000,00,00000000,00
674,00,00000000000000000000,00,00000000,00
675,00,00000000000000000000,00,00000000,00
676,00,00000000000000000000,00,00000000,00
677,00,00000000000000000000,00,00000000,00
678,00,00000000000000000000,00,00000000,00
679,00,00000000000000000000,00,00000000,00
680,00,00000000000000000000,00,00000000,00
681,00,00000000000000000000,00,00000000,00
682,00,00000000000000000000,00,00000000,00
683,00,00000000000000000000,00,00000000,00
684,00,00000000000000000000,00,00000000,00
685,00,00000000000000000000,00,00000000,00
686,00,00000000000000000000,00,00000000,00
687,00,00000000000000000000,00,00000000,00
688,00,00000000000000000000,00,00000000,00
689,00,00000000000000000000,00,00000000,00
690,00,00000000000000000000,00,00000000,00
691,00,00000000000000000000,00,00000000,00
692,00,00000000000000000000,00,00000000,00
693,00,00000000000000000000,00,00000000,00
694,00,00000000000000000000,00,00000000,00
695,00,00000000000000000000,00,00000000,00
